filename	state	group	fac1	fac2	fac3	fac4
t001613	mg	mg	5	7	0	0
t001614	mg	mg	10	8	2	0
t001615	mg	mg	11	18	8	12
t001616	mg	mg	23	7	6	6
t001617	mg	mg	19	25	8	0
t001618	mg	mg	31	19	6	0
t001619	mg	mg	23	20	8	14
t001620	mg	mg	21	26	7	16
t001621	mg	mg	17	16	4	1
t001622	mg	mg	29	9	5	3
t001623	mg	mg	14	14	2	2
t001624	mg	mg	16	6	2	9
t001625	mg	mg	7	8	3	1
t001626	mg	mg	13	22	3	8
t001627	mg	mg	11	9	6	1
t001628	mg	mg	15	7	5	5
t001629	mg	mg	18	4	4	1
t001630	mg	mg	32	27	7	1
t001631	mg	mg	41	8	7	-2
t001632	mg	mg	28	4	2	0
t001633	mg	mg	11	1	1	0
t001634	mg	mg	20	3	0	-1
t001635	mg	mg	13	5	1	0
t001636	mg	mg	9	4	10	2
t001637	mg	mg	5	-1	15	0
t001638	mg	mg	20	6	16	1
t001639	mg	mg	7	1	15	1
t001640	mg	mg	6	1	21	1
t001641	mg	mg	14	-4	35	0
t001642	mg	mg	6	1	8	0
t001643	mg	mg	4	2	14	1
t001644	mg	mg	5	0	25	0
t001645	mg	mg	18	24	6	4
t001646	mg	mg	7	17	9	4
t001647	mg	mg	39	15	10	2
t001648	mg	mg	15	14	7	3
t001649	mg	mg	11	8	7	5
t001650	mg	mg	29	12	4	7
t001651	mg	mg	13	6	2	0
t001652	mg	mg	6	4	8	3
t001653	mg	mg	6	0	16	0
t001654	mg	mg	12	7	4	2
t001655	mg	mg	12	3	7	8
t001656	mg	mg	6	4	2	7
t001657	mg	mg	2	10	5	4
t001658	mg	mg	3	8	7	3
t001659	mg	mg	2	6	8	4
t001660	mg	mg	11	8	9	3
t001661	mg	mg	8	1	10	1
t001662	mg	mg	4	1	12	0
t001663	mg	mg	8	1	16	1
t001664	mg	mg	14	7	11	1
t001665	mg	mg	9	6	14	2
t001666	mg	mg	6	3	5	2
t001667	mg	mg	4	1	11	1
t001668	mg	mg	8	2	11	2
t001669	mg	mg	8	2	11	2
t001670	mg	mg	13	7	16	0
t001671	mg	mg	3	10	7	4
t001672	ms	ms	7	15	3	2
t001673	ms	ms	93	43	15	5
t001674	ms	ms	2	7	2	10
t001675	ms	ms	5	9	4	3
t001676	ms	ms	25	18	9	0
t001677	ms	ms	18	18	5	4
t001678	ms	ms	16	17	3	6
t001679	ms	ms	15	20	2	7
t001680	ms	ms	24	45	5	8
t001681	ms	ms	25	13	7	0
t001682	ms	ms	12	8	0	10
t001683	ms	ms	15	7	4	0
t001684	ms	ms	10	7	4	3
t001685	ms	ms	2	8	5	1
t001686	ms	ms	7	6	0	2
t001687	ms	ms	7	6	3	0
t001688	ms	ms	8	6	5	4
t001689	ms	ms	27	9	4	5
t001690	ms	ms	34	14	4	6
t001691	ms	ms	21	8	3	4
t001692	ms	ms	19	3	3	1
t001693	ms	ms	20	12	9	1
t001694	ms	ms	10	17	3	1
t001695	ms	ms	19	12	4	-3
t001696	ms	ms	10	10	4	2
t001697	ms	ms	8	6	1	0
t001698	ms	ms	44	20	8	1
t001699	ms	ms	9	14	2	1
t001700	ms	ms	58	12	8	5
t001701	ms	ms	49	7	6	1
t001702	ms	ms	37	8	4	7
t001703	ms	ms	59	11	8	1
t001704	ms	ms	12	11	1	1
t001705	ms	ms	25	22	3	-2
t001706	ms	ms	15	8	4	-2
t001707	ms	ms	14	15	1	1
t001708	ms	ms	17	10	5	2
t001709	ms	ms	17	19	5	1
t001710	ms	ms	20	22	3	2
t001711	ms	ms	13	12	4	1
t001712	ms	ms	23	16	1	0
t001713	ms	ms	13	5	0	-1
t001714	ms	ms	29	2	9	-2
t001715	ms	ms	33	18	2	5
t001716	ms	ms	20	3	3	1
t001717	ms	ms	18	1	3	0
t001718	ms	ms	12	6	2	0
t001719	ms	ms	9	4	2	4
t001720	ms	ms	16	-1	5	5
t001721	ms	ms	13	2	5	3
t001722	ms	ms	19	14	2	5
t001723	ms	ms	47	8	7	2
t001724	ms	ms	21	25	4	2
t001725	ms	ms	12	18	1	2
t001726	ms	ms	48	9	9	3
t001727	ms	ms	11	19	6	5
t001728	ms	ms	40	11	8	5
t001729	ms	ms	8	12	3	10
t001730	ms	ms	12	9	3	2
t001731	ms	ms	15	17	3	4
t001732	ms	ms	8	13	3	5
t001733	ms	ms	6	13	1	6
t001734	ms	ms	12	8	1	11
t001735	ms	ms	10	4	5	0
t001736	ms	ms	7	4	0	0
t001737	ms	ms	9	6	4	4
t001738	ms	ms	13	7	3	0
t001739	ms	ms	5	8	5	2
t001740	ms	ms	8	8	2	0
t001741	ms	ms	12	10	4	1
t001742	ms	ms	4	6	5	7
t001743	ms	ms	34	10	7	6
t001744	ms	ms	21	8	3	4
t001745	ms	ms	23	11	4	-3
t001746	ms	ms	12	2	4	0
t001747	ms	ms	17	12	3	0
t001748	ms	ms	45	20	8	1
t001749	ms	ms	5	5	17	2
t001750	ms	ms	10	3	9	2
t001751	ms	ms	9	4	14	1
t001752	ms	ms	7	-1	35	1
t001753	ms	ms	6	6	9	0
t001754	ms	ms	4	3	24	0
t001755	ms	ms	7	-1	16	2
t001756	ms	ms	10	3	11	0
t001757	ms	ms	5	-1	16	0
t001758	ms	ms	32	5	13	3
t001759	ms	ms	12	5	2	0
t001760	ms	ms	20	-1	2	4
t001761	ms	ms	40	3	7	2
t001762	ms	ms	34	10	10	7
t001763	ms	ms	9	0	2	2
t001764	ms	ms	16	7	3	2
t001765	ms	ms	3	1	1	1
t001766	ms	ms	34	8	4	4
t001767	ms	ms	31	4	3	4
t001768	ms	ms	29	0	9	-1
t001769	ms	ms	29	6	7	1
t001770	ms	ms	31	2	4	2
t001771	ms	ms	21	2	0	3
t001772	ms	ms	0	0	2	1
t001773	ms	ms	12	4	4	6
t001774	mt	mt	9	11	3	0
t001775	mt	mt	69	26	23	0
t001776	mt	mt	14	4	4	2
t001777	mt	mt	28	11	10	7
t001778	mt	mt	55	8	17	2
t001779	mt	mt	23	6	6	3
t001780	mt	mt	19	2	6	1
t001781	mt	mt	42	3	3	0
t001782	mt	mt	29	7	6	2
t001783	mt	mt	11	6	5	0
t001784	mt	mt	22	6	2	-3
t001785	mt	mt	32	10	17	-2
t001786	mt	mt	35	5	8	-3
t001787	mt	mt	48	15	13	1
t001788	mt	mt	36	15	12	8
t001789	mt	mt	42	18	8	18
t001790	mt	mt	35	15	15	13
t001791	mt	mt	12	10	1	5
t001792	mt	mt	22	10	4	1
t001793	mt	mt	16	7	5	2
t001794	mt	mt	39	19	5	9
t001795	mt	mt	16	6	7	5
t001796	mt	mt	38	18	16	10
t001797	mt	mt	78	40	17	4
t001798	mt	mt	13	4	5	1
t001799	mt	mt	32	1	15	1
t001800	mt	mt	8	1	0	0
t001801	mt	mt	30	3	6	0
t001802	mt	mt	13	0	1	-1
t001803	mt	mt	27	1	3	0
t001804	mt	mt	38	3	2	0
t001805	mt	mt	19	-2	10	1
t001806	mt	mt	42	2	3	3
t001807	mt	mt	72	6	27	7
t001808	mt	mt	9	-2	10	10
t001809	mt	mt	22	-3	6	2
t001810	mt	mt	23	1	8	0
t001811	mt	mt	30	1	8	1
t001812	mt	mt	14	-1	5	2
t001813	mt	mt	21	1	7	-2
t001814	mt	mt	37	1	7	0
t001815	mt	mt	10	0	2	0
t001816	mt	mt	7	1	3	1
t001817	mt	mt	9	0	16	1
t001818	mt	mt	4	-1	5	2
t001819	mt	mt	39	8	9	1
t001820	mt	mt	12	2	9	3
t001821	mt	mt	26	5	4	3
t001822	mt	mt	17	1	7	6
t001823	mt	mt	14	0	4	7
t001824	mt	mt	10	2	4	10
t001825	mt	mt	10	5	2	5
t001826	mt	mt	17	2	0	3
t001827	mt	mt	30	9	16	2
t001828	mt	mt	7	8	4	3
t001829	mt	mt	37	16	16	3
t001830	mt	mt	28	-1	0	1
t001831	mt	mt	16	3	4	3
t001832	mt	mt	65	2	16	2
t001833	mt	mt	21	0	6	1
t001834	mt	mt	36	-1	5	1
t001835	mt	mt	38	4	3	0
t001836	mt	mt	20	0	10	-2
t001837	mt	mt	24	1	9	6
t001838	mt	mt	21	2	9	4
t001839	mt	mt	21	16	5	3
t001840	mt	mt	21	2	1	5
t001841	mt	mt	18	-3	11	0
t001842	mt	mt	10	-2	6	1
t001843	mt	mt	34	2	8	4
t001844	mt	mt	40	14	19	3
t001845	mt	mt	43	3	7	-1
t001846	mt	mt	24	4	2	2
t001847	mt	mt	30	2	3	2
t001848	mt	mt	19	0	1	2
t001849	mt	mt	17	1	4	2
t001850	mt	mt	15	2	0	0
t001851	mt	mt	12	3	1	0
t001852	mt	mt	26	6	2	-2
t001853	mt	mt	17	6	1	2
t001854	mt	mt	36	5	10	5
t001855	mt	mt	15	0	1	0
t001856	mt	mt	19	3	5	1
t001857	mt	mt	11	4	5	1
t001858	mt	mt	44	2	18	10
t001859	mt	mt	15	1	11	1
t001860	mt	mt	19	0	11	9
t001861	mt	mt	18	1	6	3
t001862	mt	mt	18	1	3	2
t001863	mt	mt	54	3	19	3
t001864	mt	mt	21	3	3	-3
t001865	mt	mt	28	5	6	7
t001866	mt	mt	25	3	3	1
t001867	mt	mt	17	11	4	2
t001868	mt	mt	66	6	19	1
t001869	mt	mt	45	2	16	-1
t001870	mt	mt	24	2	8	-1
t001871	mt	mt	22	8	2	1
t001872	mt	mt	25	4	5	-1
t001873	mt	mt	15	2	3	1
t001874	mt	mt	28	1	3	-2
t001875	mt	mt	16	2	3	-1
t001876	mt	mt	18	3	2	0
t001877	mt	mt	17	-1	2	0
t001878	mt	mt	16	0	1	-1
t001879	mt	mt	27	6	1	-4
t001880	mt	mt	21	4	1	1
t001881	mt	mt	23	4	2	3
t001882	mt	mt	28	2	3	4
t001883	mt	mt	12	2	3	4
t001884	mt	mt	9	1	11	1
t001885	mt	mt	20	4	1	2
t001886	mt	mt	12	3	1	0
t001887	mt	mt	44	18	8	10
t001888	mt	mt	37	7	5	9
t001889	mt	mt	7	0	0	3
t001890	mt	mt	33	2	1	1
t001891	mt	mt	16	5	2	-1
t001892	mt	mt	13	3	0	4
t001893	mt	mt	27	18	5	5
t001894	mt	mt	18	9	5	9
t001895	mt	mt	15	7	1	6
t001896	mt	mt	21	2	3	2
t001897	mt	mt	4	0	0	2
t001898	mt	mt	14	4	1	4
t001899	mt	mt	29	19	2	1
t001900	mt	mt	42	34	6	0
t001901	mt	mt	35	15	5	5
t001902	mt	mt	29	20	12	16
t001903	mt	mt	16	11	7	3
t001904	mt	mt	47	19	10	1
t001905	mt	mt	19	9	0	2
t001906	mt	mt	5	7	-1	6
t001907	mt	mt	12	16	4	10
t001908	mt	mt	13	3	6	1
t001909	mt	mt	15	7	1	3
t001910	mt	mt	8	3	1	0
t001911	mt	mt	28	15	9	14
t001912	mt	mt	3	4	3	3
t001913	mt	mt	10	2	0	2
t001914	mt	mt	13	11	2	3
t001915	mt	mt	13	9	5	5
t001916	mt	mt	18	9	7	4
t001917	mt	mt	17	4	3	4
t001918	mt	mt	11	1	3	6
t001919	mt	mt	7	1	1	2
t001920	mt	mt	48	29	12	9
t001921	mt	mt	8	3	2	1
t001922	mt	mt	12	6	0	2
t001923	mt	mt	37	13	11	1
t001924	mt	mt	50	7	7	5
t001925	mt	mt	25	4	1	0
t001926	mt	mt	24	2	5	-1
t001927	mt	mt	51	7	5	5
t001928	mt	mt	74	4	10	-1
t001929	mt	mt	18	5	6	2
t001930	mt	mt	34	5	2	-2
t001931	mt	mt	26	3	3	-3
t001932	mt	mt	47	18	1	10
t001933	mt	mt	52	12	20	10
t001934	mt	mt	32	9	3	3
t001935	mt	mt	7	3	0	2
t001936	mt	mt	66	10	5	9
t001937	mt	mt	18	4	2	1
t001938	mt	mt	36	2	5	1
t001939	mt	mt	11	3	0	3
t001940	mt	mt	33	11	5	1
t001941	mt	mt	27	3	4	0
t001942	mt	mt	29	4	10	6
t001943	mt	mt	59	9	11	10
t001944	mt	mt	31	2	1	3
t001945	mt	mt	41	0	6	8
t001946	mt	mt	8	3	0	0
t001947	mt	mt	25	2	5	-1
t001948	mt	mt	20	5	6	-1
t001949	mt	mt	18	5	0	1
t001950	mt	mt	34	11	8	1
t001951	mt	mt	47	8	12	0
t001952	mt	mt	8	0	0	0
t001953	mt	mt	41	3	9	-1
t001954	mt	mt	27	3	4	0
t001955	mt	mt	49	7	3	0
t001956	mt	mt	29	1	3	0
t001957	mt	mt	24	1	4	1
t001958	mt	mt	13	0	4	0
t001959	mt	mt	14	1	4	-1
t001960	mt	mt	8	1	2	-1
t001961	mt	mt	12	4	3	0
t001962	mt	mt	14	1	3	0
t001963	mt	mt	62	7	12	-12
t001964	mt	mt	28	24	1	-1
t001965	mt	mt	33	13	6	-2
t001966	mt	mt	22	8	0	1
t001967	mt	mt	26	6	1	1
t001968	mt	mt	13	2	1	0
t001969	mt	mt	11	3	2	0
t001970	mt	mt	10	5	0	0
t001971	mt	mt	16	19	2	0
t001972	mt	mt	13	10	1	1
t001973	mt	mt	36	35	12	1
t001974	mt	mt	25	26	5	-2
t001975	mt	mt	5	8	0	-1
t001976	mt	mt	3	15	6	2
t001977	mt	mt	18	2	22	3
t001978	mt	mt	15	9	19	4
t001979	mt	mt	7	3	13	1
t001980	mt	mt	17	7	16	9
t001981	mt	mt	4	1	18	1
t001982	mt	mt	10	3	15	2
t001983	mt	mt	10	4	13	3
t001984	mt	mt	8	6	17	2
t001985	mt	mt	1	1	7	1
t001986	mt	mt	15	9	32	6
t001987	mt	mt	2	1	11	1
t001988	mt	mt	2	1	16	2
t001989	mt	mt	5	0	21	3
t001990	mt	mt	8	2	24	1
t001991	mt	mt	1	1	11	0
t001992	mt	mt	6	0	30	2
t001993	mt	mt	4	1	14	1
t001994	mt	mt	11	0	20	2
t001995	mt	mt	9	-3	24	5
t001996	mt	mt	11	-2	29	0
t001997	mt	mt	15	0	29	1
t001998	mt	mt	7	0	20	4
t001999	mt	mt	10	-1	29	-1
t002000	mt	mt	17	10	30	2
t002001	pa	pa	12	3	4	4
t002002	pa	pa	7	5	0	2
t002003	pa	pa	33	1	4	2
t002004	pa	pa	13	5	6	4
t002005	pa	pa	24	1	5	7
t002006	pa	pa	16	9	4	1
t002007	pa	pa	23	1	3	2
t002008	pa	pa	47	2	7	3
t002009	pa	pa	47	9	14	8
t002010	pa	pa	38	13	11	10
t002011	pa	pa	14	3	0	4
t002012	pa	pa	10	1	3	1
t002013	pa	pa	19	3	3	3
t002014	pa	pa	55	8	12	6
t002015	pa	pa	17	5	2	6
t002016	pa	pa	32	8	6	5
t002017	pa	pa	38	8	3	4
t002018	pa	pa	10	6	3	8
t002019	pa	pa	42	11	5	10
t002020	pa	pa	49	0	10	2
t002021	pa	pa	6	5	2	4
t002022	pa	pa	17	19	6	4
t002023	pa	pa	22	23	7	1
t002024	pa	pa	26	18	10	5
t002025	pa	pa	13	5	4	7
t002026	pa	pa	15	14	5	6
t002027	pa	pa	4	5	1	3
t002028	pa	pa	7	4	4	5
t002029	pa	pa	13	6	1	13
t002030	pa	pa	8	7	2	1
t002031	pa	pa	28	27	3	5
t002032	pa	pa	72	39	10	10
t002033	pa	pa	49	14	8	4
t002034	pa	pa	6	2	0	4
t002035	pa	pa	43	6	6	26
t002036	pa	pa	38	4	4	9
t002037	pa	pa	29	5	2	2
t002038	pa	pa	36	8	13	1
t002039	pa	pa	102	29	17	8
t002040	pa	pa	57	28	2	3
t002041	pa	pa	41	15	7	3
t002042	pa	pa	79	26	13	4
t002043	pa	pa	13	4	1	-2
t002044	pa	pa	81	7	8	10
t002045	pa	pa	23	0	0	1
t002046	pa	pa	44	1	1	9
t002047	pa	pa	59	7	12	18
t002048	pa	pa	22	-1	1	1
t002049	pa	pa	68	7	6	21
t002050	pa	pa	44	3	8	2
t002051	pa	pa	28	3	1	1
t002052	pa	pa	36	16	2	4
t002053	pa	pa	28	1	3	1
t002054	pa	pa	23	0	0	1
t002055	pa	pa	28	0	1	1
t002056	pa	pa	41	3	8	5
t002057	pa	pa	35	5	4	3
t002058	pa	pa	38	5	2	7
t002059	pa	pa	35	6	4	4
t002060	pa	pa	29	2	1	2
t002061	pa	pa	26	0	0	2
t002062	pa	pa	53	4	5	1
t002063	pa	pa	22	0	3	2
t002064	pa	pa	31	1	5	-1
t002065	pa	pa	20	0	1	-2
t002066	pa	pa	27	1	4	-3
t002067	pa	pa	30	2	6	-4
t002068	pa	pa	24	4	5	0
t002069	pa	pa	37	9	2	4
t002070	pa	pa	32	3	2	1
t002071	pa	pa	24	1	5	-1
t002072	pa	pa	7	0	0	1
t002073	pa	pa	50	6	9	7
t002074	pa	pa	21	0	2	4
t002075	pa	pa	29	0	2	7
t002076	pa	pa	32	2	2	2
t002077	pa	pa	25	2	2	3
t002078	pa	pa	25	4	4	2
t002079	pa	pa	40	8	2	2
t002080	pa	pa	37	10	2	6
t002081	pa	pa	41	5	5	3
t002082	pa	pa	38	3	-1	15
t002083	pa	pa	32	7	1	12
t002084	pa	pa	50	2	1	4
t002085	pa	pa	31	3	2	6
t002086	pa	pa	40	5	6	5
t002087	pa	pa	25	3	1	11
t002088	pa	pa	38	2	1	3
t002089	pa	pa	41	7	5	15
t002090	pa	pa	49	16	6	8
t002091	pa	pa	31	2	3	4
t002092	pa	pa	51	7	3	8
t002093	pa	pa	47	4	3	10
t002094	pa	pa	34	10	1	1
t002095	pa	pa	16	15	2	3
t002096	pa	pa	24	21	1	5
t002097	pa	pa	29	11	2	3
t002098	pa	pa	6	2	1	2
t002099	pa	pa	27	14	1	1
t002100	pa	pa	27	12	3	-2
t002101	pa	pa	40	14	6	1
t002102	pa	pa	14	8	-1	1
t002103	pa	pa	37	17	3	3
t002104	pa	pa	39	11	6	3
t002105	pa	pa	32	17	6	3
t002106	pa	pa	15	2	9	0
t002107	pa	pa	29	9	5	2
t002108	pa	pa	30	8	4	3
t002109	pa	pa	29	8	-1	0
t002110	pa	pa	51	14	11	8
t002111	pa	pa	59	9	5	10
t002112	pa	pa	23	33	9	9
t002113	pa	pa	35	14	7	5
t002114	pa	pa	21	16	10	2
t002115	pa	pa	12	1	3	4
t002116	pa	pa	10	16	5	2
t002117	pa	pa	15	10	4	2
t002118	pa	pa	31	29	2	12
t002119	pa	pa	42	13	4	14
t002120	pa	pa	5	9	-1	8
t002121	pa	pa	21	17	2	3
t002122	pa	pa	13	13	3	7
t002123	pa	pa	9	11	5	3
t002124	pa	pa	44	23	9	17
t002125	pa	pa	31	8	7	8
t002126	pa	pa	15	14	7	10
t002127	pa	pa	40	22	8	7
t002128	pa	pa	11	3	4	1
t002129	pa	pa	38	24	5	17
t002130	pa	pa	22	14	5	2
t002131	pa	pa	26	6	2	15
t002132	pa	pa	13	6	1	7
t002133	pa	pa	27	19	4	15
t002134	pa	pa	29	22	9	10
t002135	pa	pa	23	15	1	4
t002136	pa	pa	19	18	5	10
t002137	pa	pa	8	22	5	11
t002138	pa	pa	9	11	3	11
t002139	pa	pa	27	15	7	11
t002140	pa	pa	53	13	2	12
t002141	pa	pa	30	26	8	5
t002142	pa	pa	9	4	2	5
t002143	pa	pa	25	18	1	9
t002144	pa	pa	21	6	4	0
t002145	pa	pa	20	14	4	1
t002146	pa	pa	39	11	7	3
t002147	pa	pa	33	13	3	-1
t002148	pa	pa	33	10	8	6
t002149	pa	pa	38	11	5	3
t002150	pa	pa	21	11	6	-2
t002151	pa	pa	20	8	5	1
t002152	pa	pa	10	2	13	2
t002153	pa	pa	15	23	16	4
t002154	pa	pa	10	9	6	7
t002155	pa	pa	29	6	15	7
t002156	pa	pa	4	9	11	6
t002157	pa	pa	16	10	11	9
t002158	pa	pa	17	15	13	9
t002159	pa	pa	14	10	13	12
t002160	pa	pa	17	2	14	3
t002161	pa	pa	19	7	14	12
t002162	pa	pa	9	5	11	-1
t002163	pa	pa	22	8	14	3
t002164	pa	pa	30	6	14	4
t002165	pa	pa	24	5	23	2
t002166	pa	pa	15	4	13	4
t002167	pa	pa	3	2	19	5
t002168	pa	pa	4	2	5	1
t002169	pa	pa	11	6	8	-2
t002170	pa	pa	18	6	2	8
t002171	pa	pa	24	23	9	2
t002172	pa	pa	42	10	8	2
t002173	pa	pa	17	1	4	13
t002174	pa	pa	14	7	1	6
t002175	pa	pa	11	1	0	1
t002176	pb	pb	6	8	1	4
t002177	pb	pb	16	0	6	0
t002178	pb	pb	16	3	4	0
t002179	pb	pb	59	6	5	2
t002180	pb	pb	19	2	3	1
t002181	pb	pb	34	4	4	3
t002182	pb	pb	38	6	11	-3
t002183	pb	pb	43	17	10	0
t002184	pb	pb	27	4	7	1
t002185	pb	pb	17	4	8	2
t002186	pb	pb	8	0	3	0
t002187	pb	pb	31	9	8	1
t002188	pb	pb	8	0	4	-1
t002189	pb	pb	9	2	4	0
t002190	pb	pb	19	1	1	0
t002191	pb	pb	11	5	7	1
t002192	pb	pb	20	2	6	-1
t002193	pb	pb	7	0	8	1
t002194	pb	pb	16	-2	8	0
t002195	pb	pb	6	1	1	1
t002196	pb	pb	22	12	7	2
t002197	pb	pb	16	0	9	1
t002198	pb	pb	8	2	1	1
t002199	pb	pb	8	2	6	3
t002200	pb	pb	9	1	1	0
t002201	pb	pb	17	1	0	-3
t002202	pb	pb	51	6	10	3
t002203	pb	pb	9	1	3	1
t002204	pb	pb	21	15	14	4
t002205	pb	pb	21	1	5	1
t002206	pb	pb	32	-3	13	1
t002207	pb	pb	33	4	17	-1
t002208	pb	pb	34	4	6	-2
t002209	pb	pb	12	1	1	0
t002210	pb	pb	26	-1	7	-1
t002211	pb	pb	32	6	8	-1
t002212	pb	pb	32	3	2	2
t002213	pb	pb	10	2	1	3
t002214	pb	pb	17	0	3	3
t002215	pb	pb	7	3	1	0
t002216	pb	pb	29	7	11	1
t002217	pb	pb	42	7	7	0
t002218	pb	pb	30	3	5	-1
t002219	pb	pb	13	2	1	1
t002220	pb	pb	28	0	-1	4
t002221	pb	pb	21	1	2	1
t002222	pb	pb	50	16	25	9
t002223	pb	pb	28	4	12	7
t002224	pb	pb	38	2	3	8
t002225	pb	pb	13	4	9	2
t002226	pb	pb	31	4	8	4
t002227	pb	pb	13	0	1	1
t002228	pb	pb	25	10	4	6
t002229	pb	pb	17	5	4	10
t002230	pb	pb	33	-1	12	6
t002231	pb	pb	17	0	4	1
t002232	pb	pb	13	17	5	2
t002233	pb	pb	21	23	5	4
t002234	pb	pb	18	16	2	3
t002235	pb	pb	8	23	4	1
t002236	pb	pb	32	21	10	6
t002237	pb	pb	46	6	12	6
t002238	pb	pb	39	8	15	-2
t002239	pb	pb	27	8	6	1
t002240	pb	pb	11	15	1	2
t002241	pb	pb	11	1	6	4
t002242	pb	pb	38	4	4	2
t002243	pb	pb	16	-2	2	1
t002244	pb	pb	14	1	0	1
t002245	pb	pb	13	2	1	-1
t002246	pb	pb	20	3	7	2
t002247	pb	pb	16	7	6	-3
t002248	pb	pb	7	0	1	1
t002249	pb	pb	76	10	20	5
t002250	pb	pb	58	0	11	1
t002251	pb	pb	33	-3	5	1
t002252	pb	pb	58	0	8	1
t002253	pb	pb	10	2	0	0
t002254	pb	pb	52	1	7	-1
t002255	pb	pb	5	-1	0	0
t002256	pb	pb	24	2	2	4
t002257	pb	pb	18	19	1	3
t002258	pb	pb	26	7	5	2
t002259	pb	pb	20	-2	6	2
t002260	pb	pb	35	7	11	1
t002261	pb	pb	22	2	4	1
t002262	pb	pb	30	2	6	-2
t002263	pb	pb	22	4	5	3
t002264	pb	pb	28	0	7	4
t002265	pb	pb	15	0	7	2
t002266	pb	pb	17	1	4	-1
t002267	pb	pb	46	1	11	6
t002268	pb	pb	37	6	9	4
t002269	pb	pb	48	4	19	2
t002270	pb	pb	13	1	4	-2
t002271	pb	pb	16	4	11	5
t002272	pb	pb	52	4	29	7
t002273	pb	pb	29	-3	7	-1
t002274	pb	pb	21	2	2	-1
t002275	pb	pb	4	0	2	1
t002276	pb	pb	15	2	3	0
t002277	pb	pb	29	-4	13	3
t002278	pb	pb	9	0	1	-3
t002279	pb	pb	20	5	4	0
t002280	pb	pb	16	0	2	-1
t002281	pb	pb	30	0	7	4
t002282	pb	pb	12	0	1	0
t002283	pb	pb	24	1	5	-2
t002284	pb	pb	36	2	6	-2
t002285	pb	pb	14	2	0	0
t002286	pb	pb	20	3	6	13
t002287	pb	pb	10	0	0	0
t002288	pb	pb	12	0	0	0
t002289	pb	pb	24	1	6	-2
t002290	pb	pb	27	0	9	-1
t002291	pb	pb	6	1	3	0
t002292	pb	pb	15	2	2	-1
t002293	pb	pb	33	1	6	-1
t002294	pb	pb	51	8	8	6
t002295	pb	pb	44	7	2	2
t002296	pb	pb	26	11	4	3
t002297	pb	pb	11	1	5	0
t002298	pb	pb	31	2	2	2
t002299	pb	pb	21	1	1	2
t002300	pb	pb	13	4	2	1
t002301	pb	pb	16	1	2	4
t002302	pb	pb	29	4	4	1
t002303	pb	pb	39	0	3	0
t002304	pb	pb	40	5	4	2
t002305	pb	pb	57	11	9	0
t002306	pb	pb	31	10	7	-4
t002307	pb	pb	44	8	5	4
t002308	pb	pb	18	9	2	7
t002309	pb	pb	14	1	1	4
t002310	pb	pb	15	3	2	2
t002311	pb	pb	7	1	1	7
t002312	pb	pb	12	2	4	2
t002313	pb	pb	63	8	14	6
t002314	pb	pb	35	9	6	6
t002315	pb	pb	49	9	4	2
t002316	pb	pb	22	2	5	3
t002317	pb	pb	20	3	2	-1
t002318	pb	pb	19	2	2	0
t002319	pb	pb	23	4	7	-2
t002320	pb	pb	16	11	2	0
t002321	pb	pb	27	2	12	2
t002322	pb	pb	18	4	1	-1
t002323	pb	pb	5	2	0	1
t002324	pb	pb	31	6	9	3
t002325	pb	pb	12	6	1	0
t002326	pb	pb	26	10	9	2
t002327	pb	pb	42	6	12	0
t002328	pb	pb	15	7	2	1
t002329	pb	pb	26	5	0	3
t002330	pb	pb	13	1	5	1
t002331	pb	pb	7	2	2	1
t002332	pb	pb	8	15	3	1
t002333	pb	pb	9	3	2	-1
t002334	pb	pb	18	10	7	0
t002335	pb	pb	18	3	4	1
t002336	pb	pb	16	4	3	0
t002337	pb	pb	14	6	4	-3
t002338	pb	pb	33	22	4	1
t002339	pb	pb	11	11	1	0
t002340	pb	pb	14	8	4	0
t002341	pb	pb	23	4	6	0
t002342	pb	pb	4	4	2	0
t002343	pb	pb	21	8	3	2
t002344	pb	pb	12	7	0	-1
t002345	pb	pb	25	17	3	1
t002346	pb	pb	16	15	6	0
t002347	pb	pb	18	8	2	0
t002348	pb	pb	16	16	2	0
t002349	pb	pb	18	16	7	1
t002350	pb	pb	32	22	7	2
t002351	pb	pb	10	14	4	0
t002352	pb	pb	12	6	9	2
t002353	pb	pb	4	9	8	1
t002354	pb	pb	6	3	12	2
t002355	pb	pb	9	9	34	20
t002356	pb	pb	5	6	10	2
t002357	pb	pb	17	2	28	5
t002358	pb	pb	6	4	10	3
t002359	pb	pb	7	-1	10	0
t002360	pb	pb	3	-4	23	1
t002361	pb	pb	3	0	16	0
t002362	pb	pb	1	0	20	0
t002363	pb	pb	6	2	8	1
t002364	pb	pb	-2	1	17	0
t002365	pb	pb	-2	-1	20	1
t002366	pb	pb	2	-2	17	0
t002367	pb	pb	2	-1	22	0
t002368	pb	pb	0	-1	16	1
t002369	pb	pb	2	0	15	1
t002370	pb	pb	0	0	10	0
t002371	pb	pb	0	0	10	1
t002372	pb	pb	2	-2	18	0
t002373	pb	pb	7	0	16	1
t002374	pb	pb	4	0	19	0
t002375	pb	pb	3	-1	17	0
t002376	pb	pb	3	0	21	0
t002377	pb	pb	4	-1	11	0
t002378	pb	pb	7	4	11	1
t002379	pb	pb	0	1	3	1
t002380	pb	pb	7	16	5	2
t002381	pb	pb	22	23	6	4
