_NAME_,Factor1,Factor2,Factor3,Factor4,loaded,factor,pole
v000739,0.1316331193,0.1967347387,0.0604544181,-0.558782167,1,fac4,-1
v000740,0.4525035934,0.0679165119,0.0074073652,-0.210581216,1,fac1,1
v000741,0.3288974181,-0.524523505,0.5658514657,0.0776472755,1,fac3,1
v000742,0.3365495755,0.1989683802,0.0726137652,-0.076828243,1,fac1,1
v000743,-0.049284094,-0.206413074,0.6722214027,0.0102549645,1,fac3,1
v000744,0.4054937781,-0.002687847,0.1559473363,0.1399678799,1,fac1,1
v000745,0.2439029901,-0.516219648,0.5639993864,0.177404641,1,fac3,1
v000746,0.1710116513,-0.139835082,0.1088770471,-0.292111609,0,,
v000747,0.2775674189,0.1035674027,0.188044638,-0.199340044,0,,
v000748,0.0783125761,0.0675644167,0.264688774,-0.010323733,0,,
v000749,-0.315262333,-0.079009812,-0.281484521,-0.288018186,1,fac1,-1
v000750,0.2012990082,0.2353846438,0.0211450615,0.0524420594,0,,
v000751,0.3064828125,0.1347592799,-0.036664049,0.2010978829,1,fac1,1
v000752,-0.002515121,-0.254619223,0.6787464083,0.182404582,1,fac3,1
v000753,0.1814892225,0.0287772009,0.2473146398,0.0828369257,0,,
v000754,0.2190712615,0.361597108,-0.087567696,0.3298138443,1,fac2,1
v000755,0.2197842819,-0.211456467,-0.148796284,-0.189753298,0,,
v000756,0.28935597,0.1920256985,0.3027017927,-0.058189816,1,fac3,1
v000757,0.2678190606,-0.145511975,0.2619308713,0.4031853134,1,fac4,1
v000758,0.2541591041,0.1686264205,0.0193381166,0.5254260258,1,fac4,1
v000759,0.1657199513,-0.039229555,0.1920017019,0.0057826642,0,,
v000760,0.0952455763,0.7027276386,-0.088329443,-0.190504021,1,fac2,1
v000761,0.3142005113,0.21023115,0.1610996236,-0.531185922,1,fac4,-1
v000762,0.4816243866,-0.156266739,0.141892597,-0.024817439,1,fac1,1
v000763,0.1621498051,0.1265020493,0.0043341888,0.0436881924,0,,
v000764,0.6198628121,-0.158634304,-0.121859633,-0.02765158,1,fac1,1
v000765,0.266831247,-0.128587996,0.2794256561,0.0641800051,0,,
v000766,0.3190914251,0.1511540963,0.1794912424,0.0543013478,1,fac1,1
v000767,0.129169644,0.0355726064,0.2006748586,-0.054092878,0,,
v000768,-0.10925467,-0.27182176,0.0839205411,0.7654275924,1,fac4,1
v000769,0.143052737,0.4338037836,0.06918227,0.2371446505,1,fac2,1
v000770,0.2848878041,-0.00936,0.2494969952,0.0160036042,0,,
v000771,-0.132543272,0.2467803283,-0.002741519,0.0877826441,0,,
v000772,0.2846805329,0.3196722041,0.055945165,-0.007872679,1,fac2,1
v000773,0.2655989816,0.3007405318,-0.088571057,-0.14066729,1,fac2,1
v000774,0.3533965504,-0.246419111,0.0766754935,0.4668757046,1,fac4,1
v000775,0.0816923143,0.4706697449,-0.066984919,-0.155038739,1,fac2,1
v000776,0.3505060952,-0.606398688,0.0475332563,0.0031267787,1,fac2,-1
v000777,0.3362595577,0.079804848,0.2522386433,0.0854157312,1,fac1,1
v000778,0.1308292887,0.3784548542,0.0316245765,0.045639631,1,fac2,1
v000779,0.0208841751,0.4454544646,0.0130003011,-0.017290095,1,fac2,1
v000780,0.1682372383,0.1590052292,0.5089907967,0.124954633,1,fac3,1
v000781,0.1728575858,0.2641581975,0.0278639237,-0.068713085,0,,
v000782,0.1495586406,0.5406405288,0.0135988642,-0.191064635,1,fac2,1
v000783,0.0764193629,0.3432069527,-0.142566449,0.0188885625,1,fac2,1
v000784,0.3865270762,0.0863703098,0.1254804609,0.1180345304,1,fac1,1
v000786,0.0111433563,0.5168035089,0.0724800801,0.0279644443,1,fac2,1
v000787,0.3504184034,-0.027059879,0.0492665887,-0.150289872,1,fac1,1
v000789,0.5633251049,-0.079046703,0.0707761572,0.1343757844,1,fac1,1
v000790,0.2865164164,-0.038488233,0.0437616258,-0.229519188,0,,
v000791,0.5333562022,-0.01660268,0.3211679644,-0.189778982,1,fac1,1
v000792,0.2280315382,0.0851128712,0.1838232393,-0.084378132,0,,
v000793,0.0054822784,0.0356848873,0.6597387352,0.140363338,1,fac3,1
v000794,0.490768002,0.125541374,-0.101088499,-0.096618754,1,fac1,1
v000795,0.1136069746,0.4210387681,0.0351151913,-0.092996516,1,fac2,1
v000796,0.4965809746,-0.192262853,0.1018392186,-0.216156175,1,fac1,1
v000797,0.0862196319,-0.139491558,-0.407782151,-0.427140325,1,fac4,-1
v000798,0.4178224011,-0.159326772,-0.072239192,-0.154048457,1,fac1,1
v000799,0.3250822754,0.2146155275,0.131450209,-0.23300041,1,fac1,1
v000800,0.0002677504,-0.009330592,-0.133545471,0.0842442279,0,,
v000801,0.273563029,-0.035116468,0.1777415782,0.0113027178,0,,
v000802,0.0042298809,0.0321632276,0.041814851,-0.492147637,1,fac4,-1
v000803,0.2546659743,0.044361295,0.1071472367,0.0521283998,0,,
v000804,0.2709977893,0.0745018713,0.0684345596,0.105896351,0,,
v000805,0.3361161449,0.0858204617,0.2489793964,0.0484503557,1,fac1,1
v000806,0.2376597598,0.5828884567,-0.018797841,-0.091962637,1,fac2,1
v000807,0.1983723774,0.1568346682,0.0842836496,0.2326180554,0,,
v000808,0.2073900127,0.3179228119,-0.028851356,-0.540670261,1,fac4,-1
v000809,0.4631307497,0.0705513211,0.0335313532,-0.218020077,1,fac1,1
v000810,0.0178997061,0.6800512548,0.0635022749,0.0447891733,1,fac2,1
v000811,0.3311043508,-0.088435869,0.1072121811,0.1194906888,1,fac1,1
v000812,-0.161114222,0.4205776185,0.5501970898,0.0822897034,1,fac3,1
v000813,-0.652377537,0.4308799987,0.3314697859,-0.00061692,1,fac1,-1
v000814,-0.27730045,0.2720084148,0.3032922083,-0.119074606,1,fac3,1
v000815,0.0733047633,0.1998826698,0.1026680498,-0.144549095,0,,
v000816,0.3250277852,0.1916948191,0.0393224834,0.1662741832,1,fac1,1
v000817,0.2795326704,-0.420421566,0.1689637503,-0.257789406,1,fac2,-1
v000818,-0.078053105,-0.073935359,0.5047836622,0.1540567331,1,fac3,1
v000819,-0.31421925,-0.270251882,0.7872699848,0.1754830699,1,fac3,1
v000820,0.0121202075,0.1041302274,-0.298161586,0.0895065461,0,,
v000821,-0.515266333,0.4519501826,-0.432530162,-0.549027366,1,fac4,-1
v000822,-0.16364594,-0.350982471,-0.254133194,-0.47731461,1,fac4,-1
v000823,0.3240566012,-0.108660927,0.0199401355,-0.035590691,1,fac1,1
v000824,0.0730500825,0.3554344266,0.1709137225,0.0354764653,1,fac2,1
v000825,0.027132231,0.230696614,0.0747697412,-0.178587973,0,,
v000826,0.3325407229,0.2694739233,0.0769088124,-0.08595434,1,fac1,1
v000827,0.2049354988,0.5996328395,0.0065837768,-0.103279688,1,fac2,1
v000828,0.421103282,0.184655446,0.2238670662,-0.161875822,1,fac1,1
v000830,-0.005999246,0.2088544402,0.0510077607,0.8208259963,1,fac4,1
v000831,0.212639903,0.2292751425,-0.03953381,0.5261574354,1,fac4,1
v000832,0.4059686478,-0.169211863,0.1519246208,-0.128391741,1,fac1,1
v000833,0.1843659027,0.2037231162,-0.103386913,0.4499063709,1,fac4,1
v000834,0.1876084306,0.0179635408,-0.015339354,0.3018857537,1,fac4,1
v000835,0.4043142192,0.0056068847,0.1001205199,0.0783445879,1,fac1,1
v000836,0.1772843437,0.3668318826,0.1487465161,0.5131197436,1,fac4,1
v000837,-0.276547232,-0.548886372,-0.666330187,-0.179827506,1,fac3,-1
v000838,0.559623747,-0.446484601,-0.073954982,-0.003011633,1,fac1,1
v000839,-0.12951986,0.2213740894,-0.08258965,-0.509589867,1,fac4,-1
v000840,-0.374176517,-0.219014473,0.2932454048,-0.203194104,1,fac1,-1
v000841,0.0948696559,0.0876654486,0.1817226331,0.3893630282,1,fac4,1
v000842,0.1317470015,0.2808369008,-0.164498602,0.0673469163,0,,
v000843,0.2206467282,0.3137656603,-0.104904614,0.061012277,1,fac2,1
v000844,0.2018789081,0.1176869899,0.0942583297,0.2385035957,0,,
v000845,0.432055999,-0.149706839,0.0035947961,-0.043226769,1,fac1,1
v000846,0.4121020982,-0.02075489,-0.073729616,-0.047217986,1,fac1,1
v000847,-0.696562508,-0.009849315,0.5808596797,-0.447900814,1,fac1,-1
v000848,0.2199053114,0.1739028499,-0.081815928,0.151756069,0,,
v000849,0.0828949866,0.1756177018,-0.145659857,0.1840359971,0,,
v000850,0.2983381313,0.0890206372,0.042478165,0.0951244563,0,,
v000851,0.1878007515,0.0294277275,0.1086656542,0.0408176446,0,,
v000852,0.4028928934,-0.084459268,0.0164061212,-0.000835084,1,fac1,1
v000853,0.1797526397,0.5001579213,0.1184142885,0.2641389032,1,fac2,1
v000854,0.2534182245,0.1431296022,0.0899238056,0.1595512692,0,,
v000855,0.0396681953,0.61876082,-0.046188139,0.172612308,1,fac2,1
v000856,-0.243172454,0.0465274984,-0.176126263,0.2399112417,0,,
v000857,0.2216018,-0.069041746,0.3967343776,-0.178886915,1,fac3,1
v000858,0.027660957,0.5588694662,0.0207627994,-0.04168792,1,fac2,1
v000859,0.4090031467,0.0800124397,0.063624133,0.1264556863,1,fac1,1
v000860,0.1842169252,-0.015867893,0.4456218042,-0.010740261,1,fac3,1
v000861,0.1335760325,0.2221780262,0.2765281317,0.373151658,1,fac4,1
v000862,0.3478861628,-0.110807217,-0.03843214,0.4705304041,1,fac4,1
v000863,0.4483788357,-0.431541549,0.0145101207,0.066782352,1,fac1,1
v000864,0.4057404346,0.0215622136,-0.014610931,-0.027806221,1,fac1,1
v000865,0.1573839088,0.1257089033,0.066001927,0.4565500936,1,fac4,1
v000866,0.5029450257,-0.082366845,0.1598434364,0.2089792776,1,fac1,1
v000867,0.3653585236,-0.13718825,0.200411373,-0.001314735,1,fac1,1
v000868,0.2631307614,-0.312718559,0.3916965454,0.0620033631,1,fac3,1
v000869,0.2380251558,-0.152135864,0.2127682131,0.1719566595,0,,
v000870,0.6414882606,-0.688444662,-0.11334255,-0.11347543,1,fac2,-1
v000871,0.2323002301,-0.044082555,0.1827097675,0.0671328362,0,,
v000872,0.1548974468,0.404495648,0.0784749961,0.0822953565,1,fac2,1
v000873,0.1771665744,0.3981200823,0.1379170538,-0.220420523,1,fac2,1
v000874,0.4050110076,0.4061106746,0.0799525446,-0.052144648,1,fac2,1
v000875,0.2248497657,-0.007147985,0.1219583464,0.2353970123,0,,
v000876,0.1940849093,0.4362668232,0.1168558776,-0.275511777,1,fac2,1
v000877,0.3139193787,-0.115081225,0.0153376933,-0.031947816,1,fac1,1
v000878,0.2976807989,0.0596779865,0.0371637725,0.0626100086,0,,
v000879,0.4630776048,-0.02851572,0.142831006,0.0898322037,1,fac1,1
v000880,0.4511998197,0.1069883072,0.2067539024,0.0529676956,1,fac1,1
v000881,-1.141235699,-0.400604419,0.4882795086,-0.323378538,1,fac1,-1
v000882,0.2554486941,0.0316868306,0.2367821651,0.1488598829,0,,
v000883,-0.789486889,-0.052433487,-0.433668714,-0.287226879,1,fac1,-1
v000884,-0.12053482,0.5131002669,-0.313977402,0.1456011293,1,fac2,1
v000885,0.2458670132,0.1023278211,0.3093725489,0.5522399667,1,fac4,1
v000886,0.099366657,0.2176751075,0.0784739082,0.4530500018,1,fac4,1
v000887,0.1751889755,-0.208939918,0.6181624679,-0.069706181,1,fac3,1
v000888,0.0060065124,0.1432078259,0.5116301591,-0.112633209,1,fac3,1
v000889,0.3884975574,0.0743268333,0.0571089648,-0.081206733,1,fac1,1
v000890,0.0966931991,0.1601703383,0.5344022178,0.0117648468,1,fac3,1
v000891,-0.165638568,0.5739052348,-0.141622295,-0.206594401,1,fac2,1
v000892,0.3807268703,-0.048215459,0.1729732047,0.006278573,1,fac1,1
v000893,-0.114452942,0.1728330058,-0.194434415,-0.060325661,0,,
v000894,0.2216101728,0.0577912908,-0.009913333,-0.021815227,0,,
v000895,-0.776499624,0.0717485714,-0.369588921,-0.012814736,1,fac1,-1
v000896,0.2955127088,0.4596901842,0.2366539821,-0.242781843,1,fac2,1
v000897,-0.000461248,0.4729728453,-0.038154343,-0.410447738,1,fac2,1
v000898,0.4296389293,0.1092128003,0.0564203912,-0.092764334,1,fac1,1
v000900,-0.240428406,0.1114298308,-0.250058792,0.5530136583,1,fac4,1
v000901,-0.066213069,0.2158014272,0.7153759546,0.0877395777,1,fac3,1
v000902,-0.433625411,-0.031402999,0.1476836651,-0.277521917,1,fac1,-1
v000903,0.1645087738,-0.098074814,-0.0887357,-0.238355973,0,,
v000904,0.368120669,-0.107634993,0.2103583472,-0.197090395,1,fac1,1
v000905,0.1452827832,0.1634093381,0.4172041346,0.0083906987,1,fac3,1
v000906,-0.23072341,0.4256907889,-0.145691766,-0.038453689,1,fac2,1
v000907,0.3189273374,-0.046953746,-0.167999987,-0.168271726,1,fac1,1
v000908,-0.165714803,-0.1951031,-0.187054458,0.7093367842,1,fac4,1
v000909,-0.374605458,0.4406369741,-0.166026183,0.0103176182,1,fac2,1
v000911,0.203409073,0.282037931,0.2458074249,0.2949285378,0,,
v000912,0.3788020228,0.285542049,0.1003095573,0.0078115885,1,fac1,1
v000913,0.3292929302,-0.177311891,0.2909254702,-0.112454227,1,fac1,1
v000914,0.4833446656,0.1071405255,0.1627836155,-0.46344524,1,fac1,1
v000915,0.3856665889,0.1831575333,0.0853274572,0.1974365421,1,fac1,1
v000916,0.118553614,0.1749230417,0.2341850657,0.1020998542,0,,
v000917,0.1897183904,0.5373966278,-0.033625438,-0.206327942,1,fac2,1
v000918,0.3310215081,-0.927403708,-0.412466979,-0.13262595,1,fac2,-1
v000919,0.3517493365,0.057349684,0.1019830773,-0.026925646,1,fac1,1
v000920,0.3502218819,0.0129802728,-0.004926163,-0.045643144,1,fac1,1
v000921,-0.142033301,0.1344182492,-0.133248087,-0.188297435,0,,
v000922,-0.087111413,0.2228894253,-0.133209918,0.1501314332,0,,
v000923,0.1366329488,-0.098543124,-0.120533805,0.2781509607,0,,
v000924,-0.294305061,0.4171354202,-0.197502054,0.2761306898,1,fac2,1
v000925,0.3550023393,0.0702931941,-0.082852555,0.1000483542,1,fac1,1
v000926,-0.059125741,0.3180537627,-0.207164484,-0.019741217,1,fac2,1
v000927,0.3795779448,0.2746037493,-0.075885264,-0.177512497,1,fac1,1
v000928,0.0848965814,0.1490601615,-0.026532479,0.2375848047,0,,
v000929,-0.421595141,-0.482943778,-0.738727601,-0.24045502,1,fac3,-1
v000930,0.2992497703,0.1222349434,0.0221761193,-0.033640701,0,,
v000931,0.127337902,-0.381617619,0.5866003823,0.0099795709,1,fac3,1
v000932,0.331250317,0.143224265,0.1036706789,0.2081328283,1,fac1,1
v000933,0.3984497135,0.0527920835,-0.068951787,-0.675170063,1,fac4,-1
v000934,0.3565079606,0.2193349275,0.0198461984,-0.072931369,1,fac1,1
v000935,0.3588649049,0.1490620418,0.0794433167,-0.00907354,1,fac1,1
v000936,0.410539764,-0.085255154,0.1341819551,-0.056413142,1,fac1,1
v000937,0.1856198169,-0.123357135,0.3304490801,-0.114779394,1,fac3,1
v000938,0.2609574336,0.0254787684,0.0754190776,0.2450851621,0,,
v000939,0.1784281611,0.291327002,-0.01453515,0.3730770843,1,fac4,1
v000940,0.4020482406,0.0392646109,0.0342534225,0.0210234006,1,fac1,1
v000941,0.3917020453,0.0883320683,0.148094205,0.1297132004,1,fac1,1
v000942,0.1242921368,0.5720429619,0.0208543927,0.2058054561,1,fac2,1
v000943,0.3971904777,0.2111022697,0.0943662254,-0.263131769,1,fac1,1
v000944,0.0660466842,0.3485060221,-0.121619054,0.0450541687,1,fac2,1
v000945,0.4503281394,-0.040744476,0.0526738232,0.1914487087,1,fac1,1
v000946,0.2584856067,0.2040891273,0.1300497701,0.1596168573,0,,
v000947,0.2977792054,0.1246876703,-0.020063396,0.0987222185,0,,
v000948,0.3424739505,-0.015420144,-0.004274818,0.260960316,1,fac1,1
v000949,0.242419217,0.1764341469,0.0361102154,0.0340640161,0,,
v000950,0.445938132,0.1288037178,-0.099690558,0.2089207147,1,fac1,1
v000951,0.2967405872,0.2557216943,0.3417491151,-0.158650841,1,fac3,1
v000952,0.1077704437,0.1001902398,0.1900496514,-0.206706724,0,,
v000953,-0.839990324,-0.322567157,0.5241763405,-0.273394908,1,fac1,-1
v000954,0.3217352388,-0.019262679,0.1675651185,0.0393484561,1,fac1,1
v000955,0.3144084429,0.0256443102,0.176825631,-0.040601606,1,fac1,1
v000956,0.260525527,-0.181456437,-0.280302401,-0.57398599,1,fac4,-1
v000957,0.1295820874,-0.09861905,0.6741097408,0.0247353658,1,fac3,1
v000958,0.401786796,0.0172190549,-0.063696937,-0.085513044,1,fac1,1
v000959,0.0716916855,-0.247216657,-0.321458576,-0.169273641,1,fac3,-1
v000960,-0.307475075,-0.311217492,-0.380886183,0.0660181708,1,fac3,-1
v000961,0.3850158718,0.0603435425,0.0526419029,0.0272121309,1,fac1,1
v000962,0.4211052969,0.0851176942,0.0405042514,-0.041740671,1,fac1,1
v000963,-0.775347833,-0.102363301,-0.311204906,0.5991693142,1,fac1,-1
v000964,0.2243345148,0.0499921812,0.174220785,0.1180087234,0,,
v000965,0.3155475851,0.2506137709,-0.051443096,0.4674956597,1,fac4,1
v000966,0.2026054023,0.202826803,-0.115446047,0.3876276102,1,fac4,1
v000967,0.4865979204,-0.185143737,-0.045220464,-0.089706836,1,fac1,1
v000968,0.3206367752,0.1246512707,0.4952405351,-0.380867413,1,fac3,1
v000969,-0.346316479,-0.18641884,0.9148617792,-0.003852202,1,fac3,1
v000970,0.3848713158,0.0625202235,0.0808156018,-0.001291917,1,fac1,1
v000971,0.4795090153,0.0930055771,-0.124427287,0.2760027505,1,fac1,1
v000972,0.1528427156,0.1231079658,-0.137081813,-0.042626482,0,,
v000973,-0.130854052,-0.707123615,0.6768995535,-0.050244725,1,fac2,-1
v000974,0.2286578835,-0.331989452,-0.119501208,0.1790567311,1,fac2,-1
v000975,0.3422880073,0.2560966709,0.0360226337,-0.102095808,1,fac1,1
v000976,0.3497791298,0.1090174249,0.1788214452,0.1620109793,1,fac1,1
v000977,0.143982122,0.5914957224,0.0804293545,0.2550898674,1,fac2,1
v000978,0.2842668632,0.3080581997,0.0147671007,-0.051870582,1,fac2,1
v000980,0.4149663469,0.1007794143,-0.047874046,0.1750855797,1,fac1,1
v000981,0.0624772771,0.1382738067,0.3363129984,0.0494178804,1,fac3,1
v000982,0.4177933402,-0.044406025,0.1499959733,0.1522248545,1,fac1,1
v000983,0.318530195,0.1124582011,-0.174461511,0.0863173704,1,fac1,1
v000984,0.0506553167,0.4265556994,-0.114447395,-0.017021598,1,fac2,1
v000986,-0.295329526,0.0773936526,-0.284481359,0.1710197943,0,,
v000987,0.1704703217,-0.23696894,-0.072244865,0.0742182347,0,,
v000988,0.3626449821,0.1206110931,0.1211636451,0.0140187776,1,fac1,1
v000989,0.1230901047,0.1174810569,-0.068567795,0.474800575,1,fac4,1
v000990,-0.082227978,0.299388385,-0.277408222,-0.674890533,1,fac4,-1
v000991,0.1699304374,0.3758770699,-0.091386714,-0.085762268,1,fac2,1
v000992,-0.461918369,0.3239995426,-0.375992386,-0.262445404,1,fac1,-1
v000993,0.4165304725,0.0687279426,-0.105655502,-0.179341187,1,fac1,1
v000994,0.200054749,0.1408003932,-0.004587867,-0.076813248,0,,
v000995,0.1992378771,0.374866715,0.1949169425,0.3836728337,1,fac4,1
v000996,0.169161301,0.1351333161,-0.076767489,0.1843787737,0,,
v000997,-0.497838774,0.0169683058,0.4279676599,0.0799310293,1,fac1,-1
v000998,0.2755854773,-0.234524889,0.2087133239,-0.187488324,0,,
v000999,-0.242243013,0.1963335221,-0.195036184,-0.08586463,0,,
v001000,0.141329147,0.1270599099,0.3934819378,0.4830894135,1,fac4,1
v001001,-0.36937268,-0.050076081,-0.393420744,0.3309163933,1,fac3,-1
v001002,0.2956295707,-0.063612154,0.1456614803,0.1107736181,0,,
v001003,0.4532006813,-0.391133808,-0.188448952,-0.380597607,1,fac1,1
v001004,0.350032417,0.1007080252,0.1284299275,0.0122892767,1,fac1,1
v001005,0.439529188,0.1742214274,0.0652202084,-0.484038522,1,fac4,-1
v001006,0.3314275675,0.0497788475,0.0038073835,0.1078749265,1,fac1,1
v001007,0.1783971737,-0.10774796,-0.050523081,-0.449551139,1,fac4,-1
v001008,-0.148723842,-0.12550556,0.6661028453,0.3985460679,1,fac3,1
v001009,0.3339019538,0.4985009031,-0.030657523,-0.155799487,1,fac2,1
v001010,-0.137183215,0.4481054034,-0.237538608,-0.211388976,1,fac2,1
v001011,-0.491855934,0.0834553527,-0.431837643,-0.189936393,1,fac1,-1
v001012,0.3543512311,0.4006035723,0.0924210365,-0.015328382,1,fac2,1
v001013,-0.399369928,0.2505440295,-0.057801976,0.0571930049,1,fac1,-1
v001014,-0.711076343,-0.908325311,0.3139551333,-0.202001394,1,fac2,-1
v001015,0.5063224275,-0.109005686,0.1563114059,-0.090956635,1,fac1,1
v001016,0.3172384619,0.0591541657,0.0169035623,0.0164263381,1,fac1,1
v001017,0.3817134428,-0.136894044,-0.15378397,-0.216647763,1,fac1,1
v001018,0.4399241989,-0.099509521,0.0761463726,0.1947167355,1,fac1,1
v001020,0.1865019758,-0.022703794,0.2712391614,0.2793714489,0,,
v001021,0.1587222431,0.449467828,-0.095009527,-0.000684865,1,fac2,1
v001022,0.1196735637,-0.070981283,0.4482459789,-0.147598576,1,fac3,1
v001023,0.2164064887,-0.16236266,0.301172186,0.0469405925,1,fac3,1
v001024,0.2021753318,0.0951161443,0.424503464,0.1583657018,1,fac3,1
v001025,0.3562544244,-0.289903212,0.3292341674,0.0791049513,1,fac1,1
v001026,0.5350019816,-0.258157225,0.1947816068,-0.242811049,1,fac1,1
v001027,0.0427029593,0.1884592294,-0.105022241,0.5877405648,1,fac4,1
v001028,0.1478210135,0.0744678132,0.2383698957,0.387739461,1,fac4,1
v001029,-0.025114486,-0.695828566,0.0881362789,-0.384100664,1,fac2,-1
v001030,-0.281708026,-0.309859959,-0.355379742,0.2166484978,1,fac3,-1
v001031,0.0126166355,0.2195485808,-0.087051375,0.1426627596,0,,
v001032,0.0638733946,0.321815057,-0.242150513,0.0176685745,1,fac2,1
v001033,-0.067032638,0.1662030816,-0.023799737,1.0250219148,1,fac4,1
v001034,0.0003380046,0.1676462524,-0.299242543,-0.239266055,0,,
v001035,0.1965775953,-0.103505243,0.3037710203,0.1581014223,1,fac3,1
v001036,-0.044251748,0.6467376538,0.3057033761,0.0711249189,1,fac2,1
v001037,0.3704755618,0.0658068093,0.0612735212,0.077866971,1,fac1,1
