_NAME_,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,loaded,factor,pole
v000552,0.0379194733,-0.150220833,-0.36569406,-0.058543627,-0.132891525,-0.170574372,1,fac3,-1
v000553,0.3403367278,-0.052758528,0.1991675773,-0.063141884,0.074791786,0.120759062,1,fac1,1
v000554,0.31815089,-0.018720156,0.5013483385,-0.063784523,-0.005738982,0.1497049972,1,fac3,1
v000555,0.4757560615,0.0721728244,-0.182535377,0.0161621887,-0.00860738,-0.069872624,1,fac1,1
v000556,-0.613313326,0.0881213402,-0.288550798,0.0660021841,-0.045452721,-0.179726731,1,fac1,-1
v000557,-0.071696218,-0.315223212,-0.07118942,0.1192836461,-0.355299175,-0.097822341,1,fac5,-1
v000558,0.3672027536,0.2255745368,0.0265407385,-0.187700609,0.0489963349,0.1266825031,1,fac1,1
v000559,-0.000216887,0.1980856948,-0.135615551,0.0877715355,-0.26719913,0.4740878551,1,fac6,1
v000560,-0.175528212,0.5431694268,0.1544250943,0.0606001465,-0.379509116,-0.05061974,1,fac2,1
v000561,-0.582413784,-0.290633576,-0.220380055,-0.093860917,-0.004279781,0.056425692,1,fac1,-1
v000562,0.228637983,0.1263805525,-0.066143778,0.1094959924,-0.403881524,0.1854429148,1,fac5,-1
v000564,0.1909523865,0.2836922444,-0.303084781,-0.160115686,0.1572716381,-0.081703258,1,fac3,-1
v000565,0.2311403775,0.0527115594,-0.158432324,0.2137148383,0.0906996857,0.3657257019,1,fac6,1
v000566,0.4995294186,-0.443365534,-0.051266916,-0.232797628,-0.090656848,0.1798370145,1,fac1,1
v000567,-0.237174558,0.1930502491,0.1890659185,0.1138363878,0.2586367296,0.0228010538,0,,
v000568,0.3517258142,-0.282761067,0.5515580101,-0.13237201,-0.17444939,0.0651706159,1,fac3,1
v000569,0.0958270247,0.1794099196,-0.154299254,-0.042272185,-0.153702827,-0.072069205,0,,
v000570,0.4555164903,-0.055135172,0.0044070698,0.2107903531,-0.022235143,-0.001583868,1,fac1,1
v000571,-0.103583302,0.4447973582,-0.272112082,-0.286672395,-0.064697234,0.3845394647,1,fac2,1
v000574,0.0889198554,0.6593887806,-0.092978274,0.2265463518,-0.084085242,-0.079664625,1,fac2,1
v000575,0.3006029256,-0.026380175,-0.147489895,0.2942436113,-0.061948934,-0.198479989,1,fac1,1
v000576,0.0306058511,0.2533969235,0.0253148881,0.6018262809,0.2001025379,-0.15832148,1,fac4,1
v000577,0.0080270081,0.7179903864,-0.210395272,0.0177177843,-0.120840518,0.0014894758,1,fac2,1
v000578,0.1393633771,0.3564241248,0.1083679439,0.7637333595,0.1424696159,-0.153240102,1,fac4,1
v000579,0.2797336507,0.1398084595,-0.009788557,-0.183127976,0.1989321068,0.0859928265,0,,
v000580,0.0034122765,0.777630821,-0.036995995,0.0589177365,0.1817128977,0.0618327849,1,fac2,1
v000581,0.1953210337,0.2269922479,0.2266947513,-0.043026198,0.0368551609,0.0079217414,0,,
v000582,0.405381174,0.0072310151,-0.098820376,-0.009810429,-0.183628984,0.0467164836,1,fac1,1
v000583,0.2422014164,0.1719777354,-0.307178269,0.0922868191,-0.069988857,0.1971578817,1,fac3,-1
v000587,0.4039077134,-0.016027111,0.2101543466,0.0395207849,0.1940094478,-0.025145977,1,fac1,1
v000588,-0.311254867,-0.372191728,-0.303643252,0.9809432794,-0.175805243,-0.03499281,1,fac4,1
v000589,0.1931124,0.3304706053,-0.096949685,0.2764551974,-0.261790402,-0.158703801,1,fac2,1
v000590,0.1971915651,0.1868851898,0.241726399,0.1272865485,-0.149790946,0.2178766267,0,,
v000591,0.2233929535,0.5879884725,-0.054306102,-0.070857463,-0.163620289,-0.107929052,1,fac2,1
v000593,0.026651383,0.6029606796,-0.012314897,0.1250532784,-0.114334443,0.1111089472,1,fac2,1
v000594,0.4482443036,0.1135562634,-0.013817114,0.100822203,-0.26430988,0.1676099959,1,fac1,1
v000595,0.3754132631,0.0157812308,0.1550308846,0.0291326445,0.2989470617,0.0033195589,1,fac1,1
v000596,0.1031880871,0.0120909912,0.2579864861,-0.1072499,0.6255210245,0.0276060405,1,fac5,1
v000597,0.3404169738,-0.229401656,-0.260262311,-0.030407682,0.3975878876,0.0185641862,1,fac5,1
v000598,0.1698919288,0.1373238225,-0.060769134,-0.072666458,0.0918061738,0.2281632699,0,,
v000599,-0.701230096,0.4301696257,-0.275185482,0.0844959538,-0.081259967,-0.099549849,1,fac1,-1
v000600,-0.141271614,0.0178384064,-0.244035848,0.1354460687,0.4885938901,-0.266308343,1,fac5,1
v000601,0.2141942237,0.025274825,-0.052616735,0.6016705901,-0.059537928,-0.116514513,1,fac4,1
v000602,-0.465131096,0.1068994987,0.617682542,0.0969035228,-0.088249206,0.2843767637,1,fac3,1
v000603,0.3136940577,-0.250234212,0.056616828,0.1364304575,0.2852601306,0.170500414,1,fac1,1
v000604,0.1085742549,-0.170992689,-0.076258526,1.0204171995,-0.206228336,0.1788509625,1,fac4,1
v000605,0.0374524955,-0.313850921,0.9059120894,0.0299150712,-0.091695426,-0.188460013,1,fac3,1
v000606,0.167898052,-0.065118462,0.2656625113,0.161586644,0.3553194704,0.050761481,1,fac5,1
v000607,0.251455275,0.3162707812,0.0358493419,0.1398439845,0.2221223022,-0.08045756,1,fac2,1
v000608,0.3413833507,0.0335931973,-0.032687896,-0.042985232,0.2412528553,0.0785466889,1,fac1,1
v000609,0.3536973503,-0.044412142,-0.052040793,-0.109546301,0.0417370682,-0.360942448,1,fac6,-1
v000610,-0.340587082,-0.387094475,-0.070386445,-0.164243285,0.0702797594,0.1124994224,1,fac2,-1
v000611,-0.324443136,-0.424860262,-0.446256706,-0.223289493,0.1128175187,-0.150421312,1,fac3,-1
v000612,0.4468651943,-0.128727999,0.2185085139,-0.038871562,-0.022800665,-0.139063042,1,fac1,1
v000613,-0.009086296,-0.17618298,0.722230232,0.0864383115,0.6759873088,-0.129168427,1,fac3,1
v000614,0.3982594508,0.1567998945,0.1125362311,0.1549859073,-0.297892273,-0.283132508,1,fac1,1
v000615,0.275651686,-0.070715521,0.4549505913,-0.091602794,0.1661070436,-0.095895877,1,fac3,1
v000616,0.2083391428,-0.157903655,-0.124740207,-0.151985509,-0.396758458,-0.120510923,1,fac5,-1
v000617,-0.285703732,-0.510690247,-0.278220312,0.8430895354,-0.174596867,-0.058403179,1,fac4,1
v000618,0.2978600593,-0.360240028,-0.154343185,0.0900159781,-0.122369857,0.232833419,1,fac2,-1
v000619,-0.627437968,0.3841732617,-0.225623249,0.3396927629,-0.145513221,-0.126665408,1,fac1,-1
v000620,-0.648247426,0.4202274602,-0.162669603,0.5108209693,0.3850765914,-0.32176353,1,fac1,-1
v000621,0.172298338,-0.34351194,0.7334501291,-0.134260261,0.1704872706,0.0844805043,1,fac3,1
v000622,-0.335541872,-0.326643884,-0.142600837,0.5116204401,-0.063444516,-0.200083696,1,fac4,1
v000623,-0.332156498,0.2980671483,-0.039467922,-0.364632891,-0.125477808,-0.075005047,1,fac4,-1
v000624,0.3439164018,-0.041006667,-0.224551307,-0.397675799,0.3318008082,-0.227309046,1,fac4,-1
v000625,-0.140529498,-0.319869286,1.0402564932,-0.005738253,0.0925080332,0.0554315785,1,fac3,1
v000626,0.0638160324,-0.260843419,0.6353189057,-0.209909532,0.3968088815,-0.031850596,1,fac3,1
v000627,0.149041958,-0.259398228,0.0491212328,0.8318622895,-0.004797312,-0.019321261,1,fac4,1
v000629,0.1854179805,0.3129648204,-0.211766939,0.1191814588,-0.068174234,-0.044231819,1,fac2,1
v000630,0.352978726,-0.053561338,0.3152770534,0.1731851035,0.3207367851,-0.103567335,1,fac1,1
v000631,0.1835549191,-0.564570781,-0.282422479,-0.207477092,0.0939146263,-0.214248783,1,fac2,-1
v000632,0.357037697,0.2095910097,0.0546072095,0.3153418697,-0.015281526,-0.054665422,1,fac1,1
v000633,0.0236230551,0.4985470743,0.1583185689,0.1185097438,-0.328919067,0.0768380056,1,fac2,1
v000635,-0.080414247,-0.102539258,0.1346564802,1.056341454,0.01925396,0.1190689599,1,fac4,1
v000636,0.2639288938,0.1796196394,0.0232950306,0.0434151634,0.0545050539,0.0143979897,0,,
v000637,0.152738376,0.1833171886,-0.183594254,0.1515417914,-0.003847875,0.3130919584,1,fac6,1
v000638,0.3043815412,0.1803686516,0.0706518211,-0.165538451,-0.093521965,0.0147881177,1,fac1,1
v000639,0.1998438877,0.108689268,0.0619866257,-0.035141799,-0.060023105,0.3733819837,1,fac6,1
v000640,0.1364301623,-0.23566985,0.2129503933,0.0422117061,0.3560547279,0.3126312391,1,fac5,1
v000642,0.540628542,-0.217814044,-0.052176254,-0.13170226,0.1441294453,0.0761176655,1,fac1,1
v000643,0.2710518095,0.034622976,0.6025880193,0.3801497881,-0.102320046,-0.042918638,1,fac3,1
v000644,0.0076087125,-0.028164606,0.0115582424,-0.320540617,0.0117716845,0.2642995396,1,fac4,-1
v000645,0.4215999902,-0.173326999,0.1000272711,-0.077835293,0.2351654101,0.0907382563,1,fac1,1
v000646,0.6320200468,-0.125118825,0.0456629381,-0.20176574,-0.068293576,0.0330036634,1,fac1,1
v000647,0.3826881688,-0.015243614,-0.163272751,0.0094514775,0.0630274472,0.1986417866,1,fac1,1
v000648,0.1360738419,-0.135474309,-0.321993734,-0.380022812,-0.315033405,0.0659535757,1,fac4,-1
v000649,-0.024964868,0.1484837984,-0.160362026,0.5247712204,0.1747230098,0.407414779,1,fac4,1
v000650,0.1599337252,0.0496720793,-0.258872263,0.8367209736,-0.074796972,0.2902276653,1,fac4,1
v000651,0.0761188114,0.1390580191,-0.272314773,0.3974729351,0.2823575559,-0.070004378,1,fac4,1
v000652,0.0546263008,0.5534213029,-0.022108147,0.4054483851,-0.047616055,-0.089775164,1,fac2,1
v000653,0.2911542121,-0.37381058,-0.285468475,0.2430034275,-0.336168434,-0.185048083,1,fac2,-1
v000654,0.1336437392,0.1243047528,-0.132980486,0.0411142768,-0.157854461,0.0496312895,0,,
v000655,0.1355325212,0.1674532073,-0.152923143,-0.059246498,-0.110109819,-0.059431007,0,,
v000656,-0.101367509,0.1566734856,-0.058789757,0.016345188,-0.107871084,-0.000674788,0,,
v000657,-0.226545106,0.1506884929,0.2577934149,0.1245896829,0.9730088522,0.105238703,1,fac5,1
v000658,0.1979547694,0.2858978988,-0.13032046,-0.041019968,-0.228211803,0.2895253399,0,,
v000659,0.1170954654,0.3757143604,-0.082821209,0.0370311685,-0.025304595,0.2644979715,1,fac2,1
v000660,0.2532234178,-0.057341816,-0.117766029,-0.059429895,0.0919527624,0.2809990318,0,,
v000661,0.2058619562,0.2072712742,-0.190988319,-0.112895787,0.1924152031,0.1723973161,0,,
v000662,-0.173443343,0.3324102106,0.7541556195,0.0200643258,0.0616225326,-0.234120318,1,fac3,1
v000663,-0.068500366,-0.395188993,-0.331439591,-0.099642078,1.0050134533,-0.147558694,1,fac5,1
v000664,0.4927640613,0.0349907676,-0.130115347,0.0535336376,0.0148553715,0.0878749031,1,fac1,1
v000665,0.0574744379,-0.158120951,-0.280140256,-0.323599943,0.327172508,0.0364435526,1,fac5,1
v000666,-0.042612554,-0.29690689,0.8813234988,-0.013274971,-0.064612292,-0.035431729,1,fac3,1
v000668,0.4593502839,-0.148895611,-0.147306647,-0.005645131,-0.29712657,-0.000986154,1,fac1,1
v000669,-0.079333131,-0.310761222,-0.189693797,0.3718579972,-0.055754212,0.1310176823,1,fac4,1
v000670,0.1963358446,-0.259276602,0.0734693326,0.1206405982,0.3930552757,0.0915617886,1,fac5,1
v000671,0.2825422689,0.1206031298,0.1778972531,0.1421678703,0.1325351611,0.0210699508,0,,
v000672,0.1077071237,-0.213702474,0.6875277763,0.0142802322,0.0152513907,-0.075646247,1,fac3,1
v000673,0.2770174974,-0.073310748,0.24110174,0.145241047,0.0705149787,-0.023410283,0,,
v000674,-0.121747312,-0.142837751,-0.206886976,-0.190644649,-0.157187321,-0.170125283,0,,
v000675,0.2548541102,-0.022602651,0.1098855736,0.1290651789,0.0695731352,0.0747427891,0,,
v000676,0.3763676892,0.2069686898,0.0436281366,0.464067967,-0.138879183,0.1162328826,1,fac4,1
v000677,0.0379325061,-0.294593329,-0.208225779,0.0764566646,-0.271787116,0.1941464205,0,,
v000678,0.4460310922,-0.226454703,-0.329829913,-0.038697534,0.5798164123,-0.030683681,1,fac5,1
v000679,0.3793404357,-0.353986099,-0.464800408,-0.048369403,0.6809381307,0.0059254196,1,fac5,1
v000680,0.0254347843,0.7034114491,0.0320556825,0.2034338143,0.0767711975,-0.133573858,1,fac2,1
v000681,-0.091868733,0.5461988226,0.0467126315,0.3763428262,0.0732424367,-0.008144944,1,fac2,1
v000682,0.1489204233,0.7291801147,-0.130955835,-0.113125933,-0.100691556,-0.397660713,1,fac2,1
v000683,0.1094772162,0.2607268685,-0.362224543,-0.006681069,-0.007669077,0.1753602612,1,fac3,-1
v000684,0.434221681,-0.100897043,-0.124162351,-0.013438316,-0.026101206,0.0846248408,1,fac1,1
v000685,-0.240544439,0.5571728288,0.8054454538,0.0892538225,0.2822696047,-0.013790939,1,fac3,1
v000686,0.1010441904,-0.483415366,0.8834519109,-0.115108406,-0.161465618,-0.275852706,1,fac3,1
v000687,-0.157527476,-0.240346805,0.2572668478,0.0366097493,0.6313339948,0.1206757625,1,fac5,1
v000688,0.3385014034,0.0966399945,0.1998159602,-0.007219244,0.0572717973,-0.018737931,1,fac1,1
v000689,-0.356625496,-0.086637365,-0.213747726,0.282333171,-0.240647747,0.2107984191,1,fac1,-1
v000691,0.3958017389,0.0798981545,0.0565602171,0.1254132831,-0.218454968,-0.078681968,1,fac1,1
v000692,0.0747118442,-0.007350379,-0.184549222,0.9888058505,-0.214218582,0.0478696293,1,fac4,1
v000693,0.2956490809,-0.28984532,-0.0060272,-0.24615491,0.5082281408,-0.169453323,1,fac5,1
v000694,0.0491399111,0.7184606024,0.0229104423,-0.092768479,-0.115774071,-0.165154914,1,fac2,1
v000695,0.0053203234,0.3956453892,-0.001364098,-0.263022939,-0.20617513,-0.229187051,1,fac2,1
v000696,0.1148761669,0.4076550215,-0.104238921,0.6497475113,0.1053013092,-0.171608216,1,fac4,1
v000697,0.3205514434,0.1857975566,-0.021082649,-0.028392056,-0.076911481,0.0431483403,1,fac1,1
v000698,0.3282863666,-0.047521097,-0.076763439,0.077544018,-0.319464409,-0.001993887,1,fac1,1
v000699,0.3732500669,0.0538313189,-0.068670089,0.1623907784,0.1696576511,0.0627496446,1,fac1,1
v000700,0.0511741549,0.3492837308,-0.080140382,-0.021030177,-0.124910468,0.2418174498,1,fac2,1
v000701,0.0377965751,0.5614823286,-0.233612871,-0.017556169,-0.201110035,0.319322511,1,fac2,1
v000702,0.3234811689,0.0716451615,0.2368986124,-0.089376472,0.0905662181,0.2083721806,1,fac1,1
v000703,0.1993141138,0.0884581755,-0.233310729,-0.214724963,-0.116430138,-0.184947646,0,,
v000704,0.056820508,-0.144249825,0.1663803356,-0.206280595,0.4060927895,0.1805144117,1,fac5,1
v000705,-0.512778048,-0.142713947,-0.404337308,0.3527026034,-0.288726413,-0.27540229,1,fac1,-1
v000706,0.2890453462,0.4960488466,-0.132090571,-0.091404977,0.0642979301,-0.267883884,1,fac2,1
v000707,0.1082741577,0.3517048794,-0.12945119,0.1772418151,-0.107280737,0.2149285491,1,fac2,1
v000708,0.2366900134,0.084764789,-0.143020066,-0.054266386,-0.244447938,-0.032821928,0,,
v000709,0.2034430778,-0.304775574,-0.007643169,-0.096606099,0.0500757218,0.422682856,1,fac6,1
v000711,0.055148934,0.2923575439,0.1431506244,0.2316574859,-0.084414224,0.1855090286,0,,
v000712,0.0216427434,-0.112807311,-0.271421772,-0.167835182,0.336871323,-0.160982959,1,fac5,1
v000713,-0.105040822,0.6383483663,-0.075427995,-0.033422769,-0.061638123,0.1099532329,1,fac2,1
v000714,-0.621355977,0.4841245647,-0.224710324,-0.229143104,-0.215606459,0.1655592829,1,fac1,-1
v000715,-0.070479086,0.6198708218,0.0149958029,-0.077860792,-0.089672685,0.1502915835,1,fac2,1
v000717,0.3498253333,0.0808457269,0.2724595731,0.1822688729,0.155873074,-0.115587224,1,fac1,1
v000718,0.2943444436,0.1656399284,-0.153950782,-0.253207256,-0.428625532,-0.195682616,1,fac5,-1
v000719,0.1900816799,0.2508975806,-0.117492714,0.0304065866,-0.203520498,-0.042008803,0,,
v000720,0.1346055832,0.0888619295,-0.221932323,-0.086899451,-0.0951603,0.0860071017,0,,
v000721,0.5966443962,-0.13494256,-0.000675289,-0.22237413,0.0901896762,0.0272819997,1,fac1,1
v000723,0.3740930893,0.145462074,0.0014435975,-0.056772062,0.2368234345,-0.138564733,1,fac1,1
v000724,0.4936167256,0.1427682881,-0.028041649,-0.142739173,-0.069731986,-0.098225075,1,fac1,1
v000725,0.0579273827,-0.390738211,-0.359020165,0.2052725005,0.7567576274,-0.295482415,1,fac5,1
v000726,-0.202833951,-0.260410559,-0.171083881,0.0373787322,-0.061665541,1.5681795972,1,fac6,1
v000727,0.3146279952,0.0556044466,-0.13334492,-0.102538706,0.318728423,-0.17955684,1,fac5,1
v000728,0.1169401916,0.2350349496,0.0723588289,-0.120955256,-0.034702928,0.085945776,0,,
v000729,-0.830857492,-0.306824968,-0.356255559,-0.234517955,-0.276365488,-0.115315103,1,fac1,-1
v000730,0.0525323763,-0.093173439,-0.104524664,-0.202126929,0.9456850975,-0.365221391,1,fac5,1
v000731,0.2909403411,0.3434078553,0.1843740502,-0.056747604,-0.061312388,-0.247161705,1,fac2,1
v000732,0.1465101264,0.1160988068,-0.167894112,0.0783844176,-0.1467365,-0.017856812,0,,
v000733,0.3539261043,-0.230347435,-0.249863903,0.0244744134,0.0315226439,0.0221066836,1,fac1,1
v000734,0.1209247933,0.2086141368,0.1310752477,-0.034933981,0.3537295263,0.2234524038,1,fac5,1
v000735,-0.27230389,-0.522532443,0.8280736514,0.0793766745,-0.135977463,-0.189261729,1,fac3,1
v000736,-0.45670409,-0.214182401,-0.409776039,0.0634591417,-0.02570438,-0.200762913,1,fac1,-1
v000737,0.3318576732,0.2146776075,-0.084849515,-0.205061932,0.0454650133,-0.093668416,1,fac1,1
v000738,0.1363380809,0.0237372784,-0.028337858,0.4731452432,0.1011566625,0.1072712342,1,fac4,1
v000739,-0.155548156,0.2811584668,0.0095588837,0.7231765464,-0.311778683,-0.041508393,1,fac4,1
v000740,0.2040928522,0.3368037115,0.1085313063,0.1102519665,-0.055920872,0.0795393602,1,fac2,1
v000741,0.1925822767,-0.092951276,0.6153401346,-0.064825635,0.2474422578,-0.260063143,1,fac3,1
v000742,0.4637549025,-0.127969292,0.1856580614,-0.116097787,-0.282707159,0.2334098723,1,fac1,1
v000743,0.4202461939,0.3294605138,-0.086119706,0.2753029305,-0.137423145,-0.227495918,1,fac1,1
v000744,0.2588458445,0.1837928671,-0.106451261,0.0401254191,0.102190781,0.0091855744,0,,
v000745,0.126247383,-0.470877786,-0.359458217,-0.081416869,0.8804963787,-0.058275389,1,fac5,1
v000746,-0.693936669,0.0522969391,0.0902439814,0.1356257388,0.8293237495,-0.054522537,1,fac5,1
v000747,0.4274688795,0.1233854941,0.0390510013,-0.096398862,-0.253172295,0.02378854,1,fac1,1
v000748,0.4010097588,0.2025077066,0.0845203899,0.26075376,0.0449581786,-0.06983703,1,fac1,1
v000749,-0.299288847,-0.391896988,-0.283463574,-0.079929554,-0.194092729,-0.117826583,1,fac2,-1
v000752,0.1953636967,0.3579535372,-0.142237218,0.1397362321,0.1014780892,-0.019333149,1,fac2,1
v000753,0.3903649368,0.2595567703,0.0302549063,0.1640940954,-0.124635306,-0.147581246,1,fac1,1
v000754,-0.016443714,0.1663938708,-0.014487198,0.0786710702,0.1800697443,-0.159960971,0,,
v000755,-0.018220882,0.1942203403,-0.173755068,0.6668690101,-0.141359265,0.0517154073,1,fac4,1
v000757,-0.03413822,0.2902279276,0.4828389078,0.0336847163,0.0965251482,0.0901785773,1,fac3,1
v000758,-0.109900943,0.4823192012,-0.060328378,0.2353576426,0.1078340499,0.3322302662,1,fac2,1
v000759,0.3638996365,-0.176361874,0.2322588734,0.0535732114,0.0693507225,0.0517269561,1,fac1,1
v000760,0.1356827688,0.1499696579,0.0819329413,-0.119343596,0.074418732,0.1936642695,0,,
v000761,0.5061883182,0.0478870579,0.0508432694,0.0136744289,-0.080168119,-0.139317255,1,fac1,1
v000762,0.0368878298,0.4038932634,-0.10163076,-0.109076252,0.067277555,0.4306380191,1,fac6,1
v000763,0.291097019,0.1155276661,-0.119242394,0.3082131728,-0.424240852,-0.148777248,1,fac5,-1
v000764,0.3207063357,0.3233723116,0.1818198977,0.1091721748,0.0856261922,-0.133395767,1,fac2,1
v000765,0.3529169588,0.0029607169,-0.057839519,-0.051463169,-0.030548436,0.0605496976,1,fac1,1
v000766,0.1686855637,-0.136722753,-0.180771356,0.3299097896,-0.130052616,-0.002093316,1,fac4,1
v000767,-0.352322605,-0.248487571,-0.113490603,-0.111235069,-0.103152833,1.3502863415,1,fac6,1
v000768,0.0667874908,-0.249636379,-0.24845493,0.090360368,-0.069083001,1.1573063879,1,fac6,1
v000769,0.2765860324,0.1310618094,-0.079265042,-0.116235635,-0.01245075,0.1194690326,0,,
v000770,0.1758545043,-0.104627892,0.7156034294,-0.034880992,0.2069054947,-0.155883132,1,fac3,1
v000771,0.4111159502,0.1035820129,0.0503119045,0.1511995239,0.1295074549,-0.025246588,1,fac1,1
v000772,0.0600959585,0.2272743424,-0.161142305,0.3499541055,-0.125879461,0.032327577,1,fac4,1
v000773,0.2727970733,-0.339766231,0.5164305588,0.3067907325,0.3699352767,0.1309583583,1,fac3,1
v000774,0.2934354482,-0.357834835,-0.022731966,-0.277585815,0.0843321565,0.0420051344,1,fac2,-1
v000775,-0.205332322,-0.270924599,-0.127038537,-0.326541268,-0.257670859,-0.020398867,1,fac4,-1
v000776,0.2544126768,0.1823347819,-0.043623405,-0.042166659,-0.111768614,0.0360450356,0,,
v000777,0.0543814523,-0.11558616,0.6377021005,0.3540764372,0.270152423,0.1217352654,1,fac3,1
v000778,0.3378559813,-0.108643552,0.1697389246,-0.026612864,-0.157710235,0.0341211282,1,fac1,1
v000779,0.2030284469,0.3698958914,-0.177237547,0.2398274256,-0.128863994,0.0233544919,1,fac2,1
v000780,0.0431693416,0.4807186782,-0.033352688,0.4711829457,-0.162411833,0.4602426232,1,fac2,1
v000781,0.1424629124,-0.248689495,-0.185887243,-0.070529423,0.0979861219,0.0990237252,0,,
v000782,0.4059559439,0.183347263,0.2272936371,-0.170336252,0.0358130365,-0.050318232,1,fac1,1
v000783,0.4289462056,-0.09312061,0.2039618397,0.2970839944,-0.017987236,-0.041995519,1,fac1,1
v000784,0.235152806,0.2526848373,-0.134518697,0.514163836,0.0364096487,0.0106220799,1,fac4,1
v000785,-0.082190883,0.7605120768,-0.135599751,-0.124156002,-0.049102827,0.1922036875,1,fac2,1
v000786,-0.0398991,0.2483289465,0.0822458916,-0.321907606,0.2443407446,0.578092616,1,fac6,1
v000787,0.1680345389,0.0166429537,-0.296447134,0.1007095132,0.4145943464,0.1214668777,1,fac5,1
v000788,0.2742177923,0.1134507572,-0.032885631,0.0976178832,0.2037957077,0.0425153086,0,,
v000789,0.4257207519,-0.140420561,0.0316221656,-0.094570476,0.1282674022,0.1670550248,1,fac1,1
v000790,0.4067668266,-0.111802696,-0.015527811,0.0171019236,-0.265757444,-0.04836926,1,fac1,1
v000791,0.4703616587,0.1050837043,-0.21261851,-0.162360312,0.3869044849,-0.007820453,1,fac1,1
v000792,0.2511507752,0.1092241109,0.0337816845,0.0658404579,0.0053485437,0.2560543367,0,,
v000793,0.3036470005,0.0184906159,0.1461930506,0.0131244063,0.0179541459,-0.215964965,1,fac1,1
v000795,0.1014694466,-0.166292523,0.070150065,0.8473609717,0.0554494603,-0.232542769,1,fac4,1
v000796,0.2495197511,0.3674564869,0.0311479956,0.12004142,-0.179132478,0.1270822613,1,fac2,1
v000797,0.3508993459,0.0074490624,0.153590485,-0.016519917,0.0813180732,0.0060071295,1,fac1,1
v000798,0.3337827451,0.3318893579,-0.036341605,-0.171962035,-0.064539364,-0.080684708,1,fac1,1
v000799,0.414384986,-0.115178082,-0.047590825,0.3922746637,0.1501525684,-0.126894517,1,fac1,1
v000800,0.1539521092,0.4662306229,-0.005752263,-0.151860336,0.2126822121,-0.060100438,1,fac2,1
v000801,-0.029892016,0.6683601243,-0.007250908,-0.144314931,0.1370438561,-0.12335739,1,fac2,1
v000802,0.1828591111,-0.164631475,0.016446594,-0.045294932,0.7597370688,-0.191943696,1,fac5,1
v000803,0.38123954,0.1496866298,0.1392557764,-0.041526702,0.1314584875,-0.056367465,1,fac1,1
v000804,0.1347744357,0.5923817867,-0.000536869,-0.197481716,0.1067149134,-0.259894649,1,fac2,1
v000805,0.1876865219,0.3239484149,0.0648879143,-0.092245408,-0.255946255,-0.083905771,1,fac2,1
v000806,0.0526621015,0.3309196632,-0.021859512,-0.052496187,0.0556674923,0.1358950442,1,fac2,1
v000807,0.1983653878,0.3580124611,-0.064804104,-0.30582524,-0.212538484,0.0759199514,1,fac2,1
v000809,0.2550523565,-0.15781203,-0.094099759,-0.051141942,0.0503431423,0.3312188075,1,fac6,1
v000811,0.5063429159,-0.14335334,-0.132677164,0.055647955,0.0191632653,0.2366509413,1,fac1,1
v000813,0.1523047545,-0.079869847,-0.062948666,-0.176237691,0.1239129733,0.1980207338,0,,
v000814,0.2266716456,-0.053659562,0.0840910176,0.0309669815,0.2919297548,0.7099616198,1,fac6,1
v000815,0.0214690599,0.0459145699,-0.11716607,-0.228213087,0.0300437795,0.809792058,1,fac6,1
v000816,0.1960747847,0.0883406455,0.0917800347,-0.061741066,0.0595544061,0.0185425013,0,,
v000817,0.1743653341,0.1139948316,0.6444623322,0.3128960068,0.0949751621,-0.069500912,1,fac3,1
v000818,0.187101393,0.2983933315,-0.237777034,-0.005533203,0.3318236156,0.1956083946,1,fac5,1
v000819,0.3742735605,-0.104427051,-0.065222479,-0.198911826,0.4106843171,0.1988773873,1,fac5,1
v000820,0.1874427373,0.014644888,0.5768053309,-0.22898052,0.1004123162,0.1100947145,1,fac3,1
v000821,-0.106969674,-0.023531296,-0.311931433,-0.472285629,0.3165758957,-0.065744416,1,fac4,-1
v000822,0.271429866,-0.045726088,-0.161708728,-0.171811516,0.3524384651,0.0408329192,1,fac5,1
v000823,0.2980194477,0.1019775529,0.0076922171,-0.134120822,0.0241078223,0.2635780446,0,,
v000824,0.2776185548,-0.012420093,0.1004148828,-0.012352219,0.0623872592,0.0699157834,0,,
v000825,-0.139951012,-0.134293875,-0.000293859,-0.255927669,0.1884327861,0.4037142427,1,fac6,1
v000826,0.2351352779,0.0589328092,0.0060478762,0.0191614147,0.0318624321,0.0030975782,0,,
v000827,0.1493780008,0.5417616612,-0.132149055,-0.094383752,-0.138823888,0.1972968778,1,fac2,1
v000828,0.374990396,0.1120124227,-0.122580119,-0.186734992,0.2422040042,-0.000689145,1,fac1,1
v000829,0.0466226695,0.8359796188,0.0619162986,-0.006916728,-0.109170932,-0.275027956,1,fac2,1
v000830,0.1125909871,0.46653628,0.6222227324,0.0862974579,-0.071435539,-0.203422967,1,fac3,1
v000831,-0.309130279,0.4419496179,0.5460850736,0.0342218211,-0.164227216,-0.384190025,1,fac3,1
v000832,-0.046792881,0.1712025568,0.3916941663,-0.007523103,-0.127513914,-0.045347007,1,fac3,1
v000833,0.607309122,-0.17110308,0.1155045166,0.1178571066,-0.066594565,-0.268130079,1,fac1,1
v000834,0.2223087453,0.2509334884,0.1831378838,-0.334568895,0.1228554631,-0.254130404,1,fac4,-1
v000835,0.1176580268,0.4652262198,-0.069257423,0.2534833175,0.3088626203,0.0833586716,1,fac2,1
